SITE_NAME,SITE_ID,PROGRAM_NAME,BASE_EVENT_ID,TYPE,PUBLIC_REG_OPEN_DATE
"Coatesville Youth Lacrosse",9052,"7-8th grade Girls Spring",74967,LEAGUE,"2015-11-19 00:00:00"
"Coatesville Youth Lacrosse",9052,"K-2 Girls Spring",73540,LEAGUE,"2015-11-19 00:00:00"
"Connect Sports London",6571,"Men's REC Ball Hockey (Winter 2016)",74634,LEAGUE,"2015-11-28 00:00:00"
"Conshy Sport & Social Club",2914,"2016 Winter Cornhole",74186,LEAGUE,"2015-11-24 00:00:00"
"Conshy Sport & Social Club",2914,"2016 Winter Shuffleboard",74189,LEAGUE,"2015-11-24 00:00:00"
"Coopersville Recreation ",8239,"1st/2nd Grade Basketball",73468,LEAGUE,"2015-11-23 00:00:00"
"Coopersville Recreation ",8239,"3rd/4th Grade Basketball",73533,LEAGUE,"2015-11-23 00:00:00"
"Coopersville Recreation ",8239,"5th/6th Grade Basketball",73535,LEAGUE,"2015-11-23 00:00:00"
"Crease Coach",6415,"Crease Coach - Youth & Girls - Murrieta - 12/20",71592,EVENT,"2015-11-27 00:00:00"
"DFC Metro/Rec",6775,"Upward Youth Basketball",74267,LEAGUE,"2015-11-24 00:00:00"
"Digs Beach Volleyball",3905,"Happy Volleydays",74934,TOURNAMENT,"2015-12-04 00:00:00"
"East Bay Athletics",4881,"Social Membership Pre Sale",74870,EVENT,"2015-12-01 00:00:00"
"East End Elite",6144,"2016 Winter Indoor Clinics",71232,EVENT,"2015-11-16 00:00:00"
"East Valley Girls Softball",4380,"2016 Spring A. 14u/16u Girls Softball (DOB: 1-1-99 thru 12-31-02)",74672,LEAGUE,"2015-11-23 00:00:00"
"East Valley Girls Softball",4380,"2016 Spring A. 14u/16u Girls Softball (DOB: 1-1-99 thru 12-31-02)",74160,LEAGUE,"2015-11-23 00:00:00"
"East Valley Girls Softball",4380,"2016 Spring B. 12u Girls Softball (DOB: 1-1-03 thru 12-31-04)",74161,LEAGUE,"2015-11-23 00:00:00"
"East Valley Girls Softball",4380,"2016 Spring C. 10u Girls Softball (DOB: 1-1-05 thru 12-31-06)",74162,LEAGUE,"2015-11-23 00:00:00"
"East Valley Girls Softball",4380,"2016 Spring D. 8u Girls Softball (DOB: 1-1-07 thru 12-31-08)",74163,LEAGUE,"2015-11-23 00:00:00"
"East Valley Girls Softball",4380,"2016 Spring E. 6u Girls Softball (DOB: 1-1-09 Thru 12-31-10)",74164,LEAGUE,"2015-11-23 00:00:00"
"Easton Recreation Basketball",8663,"High School Rec Basketball",74023,LEAGUE,"2015-11-24 00:00:00"
"Easton Recreation Basketball",8663,"Muscato 2015 Holiday Tournament",73465,TOURNAMENT,"2015-11-19 00:00:00"
"Edge Lacrosse",8177,"EDGE Lacrosse Sniper School - Oakville - Session 1",73557,EVENT,"2015-11-19 00:00:00"
"Edge Lacrosse",8177,"EDGE Lacrosse Sniper School - Oakville - Session 2",73566,EVENT,"2015-11-19 00:00:00"
"Edge Lacrosse",8177,"EDGE Lacrosse Sniper School - Pickering Soccer Complex Session 1",74411,EVENT,"2015-11-19 00:00:00"
"Edge Lacrosse",8177,"EDGE Lacrosse Sniper School - Pickering Soccer Complex Session 2",74504,EVENT,"2015-11-19 00:00:00"
"Edge Lacrosse",8177,"Elite 12 Women's Lacrosse Camp",74518,EVENT,"2015-11-30 00:00:00"
"Edge Lacrosse",8177,"Lacrosse Winter Classic",74517,EVENT,"2015-11-30 00:00:00"
"Edge Lacrosse W",9090,"Elite 12 Women's Lacrosse Camp Session 1",74697,EVENT,"2015-12-01 00:00:00"
"Edge Lacrosse W",9090,"Elite 12 Women's Lacrosse Camp Session 1",74520,EVENT,"2015-11-30 00:00:00"
"Edge Lacrosse W",9090,"Elite 12 Women's Lacrosse Camp Session 2",74698,EVENT,"2015-12-01 00:00:00"
"Edge Lacrosse W",9090,"Elite 12 Women's Lacrosse Camp Session 2",74527,EVENT,"2015-11-30 00:00:00"
"Edge Lacrosse W",9090,"Elite 12 Women's Lacrosse Camp Session 3",74699,EVENT,"2015-12-01 00:00:00"
"Edge Lacrosse W",9090,"Elite 12 Women's Lacrosse Camp Session 3",74528,EVENT,"2015-11-30 00:00:00"
"Edge Lacrosse W",9090,"Elite 12 Women's Lacrosse Camp Session 4",74700,EVENT,"2015-12-01 00:00:00"
"Edge Lacrosse W",9090,"Elite 12 Women's Lacrosse Camp Session 4",74529,EVENT,"2015-11-30 00:00:00"
"Edge Lacrosse W",9090,"Test Session 1 9-10am",74690,EVENT,"2015-12-01 00:00:00"
"Edge Lacrosse W",9090,"Women's Edge Christmas Combo Lacrosse Camps",74694,EVENT,"2015-12-01 00:00:00"
"Edge Lacrosse W",9090,"Women's Lacrosse Classic Session 1",74519,EVENT,"2015-11-30 00:00:00"
"Edge Lacrosse W",9090,"Women's Lacrosse Classic Session 2",74531,EVENT,"2015-11-30 00:00:00"
"Edge Lacrosse W",9090,"Women's Winter Lacrosse Classic Session 1",74695,EVENT,"2015-12-01 00:00:00"
"Edge Lacrosse W",9090,"Women's Winter Lacrosse Classic Session 2",74696,EVENT,"2015-12-01 00:00:00"
"Ewing Little League",6576,"Ewing Little League (League Ages 4-6) Tee Ball",74616,LEAGUE,"2015-12-03 00:00:00"
"Ewing Little League",6576,"Ewing Little League (League Ages 5*-7) Coach Pitch",74615,LEAGUE,"2015-12-03 00:00:00"
"Ewing Little League",6576,"Ewing Little League (League Ages 7*-9) Minors ",74614,LEAGUE,"2015-12-03 00:00:00"
"Ewing Little League",6576,"Ewing Little League (League Ages 9*-12)  Majors ",74613,LEAGUE,"2015-12-03 00:00:00"
"Ewing Little League",6576,"Ewing Little League 50 / 70 (Ages 11-13)",74463,LEAGUE,"2015-12-03 00:00:00"
"Ewing Little League",6576,"Ewing Little League Majors (Ages 9*-12)",74612,LEAGUE,"2015-12-03 00:00:00"
"Extreme Dodgeball Hamilton",3371,"Season 20 - Women's Monday Night League ",74510,LEAGUE,"2015-11-30 00:00:00"
"Extreme Dodgeball Hamilton",3371,"Season 34 -  Wednesday Night League",74512,LEAGUE,"2015-11-30 00:00:00"
"FITS Sports",7845,"Boys Spring Beach Soccer League in Long Beach",74848,LEAGUE,"2015-12-02 00:00:00"
"FITS Sports",7845,"Boys Spring Beach Soccer League in Long Bhttps://svite-league-apps-static.s3.amazonaws.com/_i/daeach",74846,LEAGUE,"2015-12-02 00:00:00"
"FITS Sports",7845,"Girls Spring Beach Soccer League in Long Beach",74852,LEAGUE,"2015-12-02 00:00:00"
"Freetown Lakeville Womens Soccer",7396,"Spring 2016 Freetown Lakeville Womens Soccer",73282,LEAGUE,"2015-12-01 00:00:00"
"Game On VT",3483,"Game On Indoor HS Field Hockey League",74570,LEAGUE,"2015-11-30 00:00:00"
"Girls E3 Lacrosse",9092,"2016 Winter Clinics ",73103,EVENT,"2015-11-16 00:00:00"
"GOAL Baltimore",3202,"Outdoor Winter Football",73355,LEAGUE,"2015-11-18 00:00:00"
"GOAL Baltimore",3202,"Sushi Rolling",73360,EVENT,"2015-11-18 00:00:00"
"GOAL Baltimore",3202,"Winter Indoor Volleyball",74503,LEAGUE,"2015-11-30 00:00:00"
"Golden Goal Sports Complex",3409,"Sunday COED A/B League",28988,LEAGUE,"2015-11-16 00:00:00"
"Greater Baltimore Affiliate League",8399,"Greater Baltimore Affiliate League - Novice Division",72630,LEAGUE,"2015-11-20 00:00:00"
"Greater Baltimore Affiliate League",8399,"Greater Baltimore Affiliate League - Open Division",72628,LEAGUE,"2015-11-20 00:00:00"
"Greater Baltimore Affiliate League",8399,"Greater Baltimore Affiliate League - Upper Division",72631,LEAGUE,"2015-11-20 00:00:00"
"Grove Sports Club",8426,"The Chapman Partnership Kickball Open",73586,TOURNAMENT,"2015-11-17 00:00:00"
"Hamilton Jr. Chargers Baseball",6477,"2016 Jr. Chargers Baseball Tournament",61313,TOURNAMENT,"2015-12-01 00:00:00"
"Houston Gamblers Baseball Club",8756,"2016 Houston Gambler Uniform Package ",74425,CLUBTEAM,"2015-11-23 00:00:00"
"Houston Gamblers Baseball Club",8756,"2016 Spring Baseball League",74153,LEAGUE,"2015-11-23 00:00:00"
